"HolderAddress","Quantity","PendingBalanceUpdate"
"0x997d1471c91fb0ba16562d2f10b9b6fc9b154e5c","1","No"
"0x9e73b4a89b8d8cd7db42479f3b9f2e4ea492eac3","1","No"
"0x9ee2a0fbc4af47b40b3ac7625ac30d98470bb1e9","1","No"
"0xa1ef6a3e0447af3ecb27addc104bd0bf6c2566aa","1","No"
"0xa58ae62c286ca8a0f4b477a74a304af7d758ffbb","1","No"
"0xa5b06d59bf0d9020dbf70d9c8d6788a791bca570","1","No"
"0xacbfeb64e42809aaef7b691aaeff14a77b5f70ab","1","No"
"0xad3e06e1799251d6ebe902e4cf21ef8474e20a43","1","No"
"0xaecad1d2227ee5c51047e0dd0d031c70314b33cc","1","No"
"0xb642f928d2213ad99c5417c983d68790bf03115f","1","No"
"0xb99aeee025fee9dfb71729b35b61a4fc9d07d0cf","1","No"
"0xbaaab5dae967780e36f057b036d82568be140a53","1","No"
"0xc04b7d464c724c8d4d5fe6067938cedab82afa12","1","No"
"0xd237b6c7274080dc3c67c6d441665c07695e990c","1","No"
"0xd76042c5ec56f55a3f5413fd0f4987a934f346a2","1","No"
"0xd7e76c7301fa8d5a53e038717c436f3dc461d64e","1","No"
"0xda0f1cec3cef0332564b452c6e07c0f94b05febe","1","No"
"0xdb54c320a0b1e994d2bf7dd2ec939f6c25918011","1","No"
"0xe35a8b9a5d254693779af1752ac244cbca98d00b","1","No"
"0xe5618d7d5fad4a1a2c6dd5734ad65a81dc234507","1","No"
"0xe85030a0fe5c0155e4f9b3a89debf4070c761d7a","1","No"
"0xef06242324bef850526e4910f84f12af58b61dc5","1","No"
"0xf147e390aabaa560c34d44aa84510858c476a677","1","No"
"0xf40240989ae1a545eff43a04d070caf36a3efbc7","1","No"
"0xf67eca83da34ee6fb422640cfd7083482d00af96","1","No"
"0xfebc684e1aa4dd9f2e8b6cf59bff134468a40d61","1","No"
"0xffdfcad6882e80e54482d5746b21bc91631b8d68","1","No"
