"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x3a610ca3f6e522af3e0082c4828b1059a30f195bb843baaaf9a72598cafad68c","16465150","1719719647","2024-06-30 03:54:07","0xd1a0931de7a002d0d47117404bcbb3443fafb618","0xfb85b9ec50560e302ab106f1e2857d95132120d0","154,877.701364901","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x6fbc97145ac4b2112e67f8f4e7fd8505ceb8f7989b1de2d40d48b6cb79299186","16465428","1719720203","2024-06-30 04:03:23","0x048bb02daf5f3d92f0e11645c8a942833d29d895","0xfb85b9ec50560e302ab106f1e2857d95132120d0","3,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x6913952f5a284e0da02e73c636f7fa2ee6decf08bcf9c276383221d18745cbec","16466709","1719722765","2024-06-30 04:46:05","0xfb85b9ec50560e302ab106f1e2857d95132120d0","0x8c8e99160e4e2f354b1747af9f40af1a342e8888","133,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x90e858531fc94147141c42d429cde1efcdfedacd77362f89a591da069f759b45","16466755","1719722857","2024-06-30 04:47:37","0xfb85b9ec50560e302ab106f1e2857d95132120d0","0x0d160ec623d62267c0fb12d856e78e723a8c6666","166,000","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xeed9acf0d6d6748b2d448c1f8739ef8b949ce3077f37b3979bc19e3c08d646ee","16470685","1719730717","2024-06-30 06:58:37","0xbc25c3f77728ec52d1bd7f9449bde9d98056968a","0xfb85b9ec50560e302ab106f1e2857d95132120d0","9.99","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xcad54d0e615cd8e7f1ad09a359df5e65b2fef190fd42d3171279fb8a490a8322","16472935","1719735217","2024-06-30 08:13:37","0x8940a2daa2f79a30591d55ab20444218b363eed3","0xfb85b9ec50560e302ab106f1e2857d95132120d0","16,951.024160847","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x3986ab934adf992f87d211112474d82b0c2358bbd23910af1b8129fb89722420","16474145","1719737637","2024-06-30 08:53:57","0xac74126dc2dcaf90a97dc0c8bc6d4a1318e91e1d","0xfb85b9ec50560e302ab106f1e2857d95132120d0","11,555.01292","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xdac1a208c0043c815216788778f4760faccc807b9a29460dd6c702a44e9a179d","16474794","1719738935","2024-06-30 09:15:35","0xc712100f8ed8a5ab38a6307bb492c99691a74d5e","0xfb85b9ec50560e302ab106f1e2857d95132120d0","19,241.025211503","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x940ea6910680c68967e80538c4ea49d08a288a07caa19a9e1ec737e11d42f21e","16475023","1719739393","2024-06-30 09:23:13","0x955356bc963391d0d77cd85a86ed770646b4e036","0xfb85b9ec50560e302ab106f1e2857d95132120d0","3,197.888984925","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x7bf9c4cf38ebaf5a6ea0de8da268779bbf62d53e1e4a9514e617267d8de729e3","16476167","1719741681","2024-06-30 10:01:21","0xd07bdb3cd7813df5446dd34ed52c4dd3460db4e7","0xfb85b9ec50560e302ab106f1e2857d95132120d0","8,094.761055081","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x2d45e320ee146ec90ad55f26663edfb1b5fd33cbc61c740fc2a51c2bb155db0a","16476774","1719742895","2024-06-30 10:21:35","0xb8ec665ca602c146459f1b7cf1b7081b8f2452f5","0xfb85b9ec50560e302ab106f1e2857d95132120d0","4,249.162542042","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x476c09da23c9433222b34acc912293d72473a884f66e0f0c4e45add5301036af","16476855","1719743057","2024-06-30 10:24:17","0xb8ec665ca602c146459f1b7cf1b7081b8f2452f5","0xfb85b9ec50560e302ab106f1e2857d95132120d0","24,975","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0xb148ee6ae3310eb534484aed9e2bfbe0876f28792a77f440075a461e4c174b32","16477051","1719743449","2024-06-30 10:30:49","0xb8ec665ca602c146459f1b7cf1b7081b8f2452f5","0xfb85b9ec50560e302ab106f1e2857d95132120d0","24,975","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x058eb79bdaf7c8f8f80c91c5abfee96f724d6bd51331f318ed32189719e96a58","16477139","1719743625","2024-06-30 10:33:45","0xb8ec665ca602c146459f1b7cf1b7081b8f2452f5","0xfb85b9ec50560e302ab106f1e2857d95132120d0","44,224.547105079","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
"0x3ed74df3af24b62ce5e0136f2f41f22d4c2532a6df014b2da80a3b00fb5e926b","16477150","1719743647","2024-06-30 10:34:07","0xb8ec665ca602c146459f1b7cf1b7081b8f2452f5","0xfb85b9ec50560e302ab106f1e2857d95132120d0","49,900.05","N/A","0x73fbd93bfda83b111ddc092aa3a4ca77fd30d380","SOPH AI Token","SOPH"
